Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
809||kearns, m. j., schapire, r. e., and sellie, l. m.|||||pp. 341-352.||toward efficient agnostic learning.|in proceedings of the fifth annual acm workshop on computational learning theory (1992),||1992.|
810||kearns, m.j., schapire, r.e., and sellie, l.m.|||||||toward efficient agnostic learning.|in proc. 5th annu. workshop on comput. learning theory.||(1992).|
811|pittsburgh, pennsylvania, july 1992.|m. kearns, r. schapire, , and l. sellie.||||||acm press.|toward efficient agnostic learning.|in proceedings of the fifth annual acm workshop on computational learning theory (colt-92),|||
812|new york,|m. j. kearns, r. e. schapire, and l. m. sellie.|||||pp. 341-352.|acm press,|toward efficient agnostic learning.|proceedings of the fifth annual acm workshop on computational learning theory,||1992,|
813|pittsburgh, pa:|kearns, m., schapire, r., and sellie, l.||||||morgan kaufmann.|(1992) toward efficient agnostic learning.|in proc. 5th ann. workshop on computational learning theory.|||
814||michael j. kearns, robert e. schapire, and linda m. sellie.|||||pages 341-352,||toward efficient agnostic learning.|in fifth annual workshop on computational learning theory,||1992.|
815||m. j. kearns, r. e. schapire, and l. m. sallie,|||||pp. 341-353.||toward efficient agnostic learning,|in 'proceedings of the 5th annual workshop on computational learning theory,||1992,'|
816||michael j. kearns, robert e. schapire, and linda m. sellie.|||july||pages 341-352,||toward efficient agnostic learning.|in proceedings of the fifth annual acm workshop on computational learning theory,||1992.|
817||m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352,||toward efficient agnostic learning.|in proceedings of the fifth annual acm workshop on computational learning theory,||1992.|
818|colt,|m. kearns, r. schapire and l. sellie,|||||||towards efficient agnostic learning.|||1992.|
819|colt,|m. kearns, r. schapire and l. sellie,|||||||towards efficient agnostic learning.|||1992.|
820||m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352,||toward efficient agnostic learning.|in 5th colt,||1992.|
821||m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic leaning.|in proceedings colt-92,||1992.|
822||m.j. kearns, r.e. schapire and l.m. sellie,||||||acm press (1992) 341-352.|'toward agnostic learning'.|proc. 5th ann. workshop on computational learning theory,|||
823|new york, ny,|m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic learning.|in proc. 5th annu. workshop on comput. learning theory,||1992.|
824|new york, ny,|m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic learning.|in proceedings of the 5th annual workshop on computational learning theory,||1992.|
825||m. j. kearns, r. e. schapire, l. m. sellie,|||||||toward efficient agnostic learning,|proc. of the 5th acm workshop on computational learning theory, 1992,|341 - 352.||
826||m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic leaning.|in proceedings colt-92,||1992.|
827||m. j. kearns, r. e. schapire, and l. m. sellie.|||||pages 341-352.|acm press,|toward efficient agnostic learning.|in proc. 5th annu. workshop on comput. learning theory,||1992.|
828|new york, ny,|m. j. kearns, r. e. schapire, and l. m. sellie.|||53||pages 341-352.|acm press,|toward efficient agnostic learning.|in proc. 5th workshop on computational learning theory,||1992.|
829||m. j. kearns, r. e. schapire, and l. m. sellie.|||86||pages 341-352,||toward efficient agnostic learning.|in proceedings of the fifth annual acm workshop on computational learning theory,||1992.|
830||m. kearns, e. schapire and l. sellie,|||||||toward efficient agnostic learning.|proc. of 5th annual acm conference on computational learning theory (1992) 341-352.|||
831||m. kearns, r.e. schapire, and l.m. sellie.|||||pages 341-352,||toward efficient agnostic learning.|in acm workshop on computational learning theory,||1992.|
832||m. j. kearns, r. e. schapire, and l. m. sel-lie.|||||||toward efficient agnostic learning.|in proc. 5th annual workshop on computational learning theory.|||
833||m. kearns, r.e. schapire and l.m. sellie,|||||||toward efficient agnostic learning.|5th acm workshop on computational learning theory (1992) 341-352.|||
834||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
835||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
836||m. kearns and m. li.|||||||learning in the precence of malicious error.|siam journal of computing,|22(4),|1993.|
837||m. kearns and m. li.|||||22 , 807-837.||learning in the presence of malicious errors.|siam journal on computing,||(1993).|
838||kearns, m. & li, m.|||||807-837.||learning in the presence of malicious errors.|siam journal on computing,|22,|(1993).|
839||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
840||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
841||michael kearns and ming li.|||august||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
842||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
843||m. kearns and m. li.|||||807-837.||learning in the presence of malicious errors.|siam journal on computing,|22 (1993),||
844||m. kearns and m. li.|||||807-837.||learning in the presence of malicious errors.|siam journal on computing,|22 (1993),||
845||michael kearns and ming li.|||august||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
846||michael kearns and ming li.|||august||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
847||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
848||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
849||michael kearns and ming li.|||august||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
850||michael kearns and ming li.|||august||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22(4)|1993.|
851||michael kearns and ming li.|||||807-837,||learning in the presence of malicious errors.|siam journal on computing,|22|1993.|
852||m. kearns and m. li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
853||m. kearns, m. li,|||||807 - 837.||learning in the presence of malicious errors,|siam j. comput.,|vol. 22,|1993,|
854||michael kearns and ming li.|||||807-837,||learning in the presence of malicious errors.|siam j. comput.,|22|1993.|
855|new york, ny,|m. kearns.|||||pages 392-401.|acm press,|efficient noise-tolerant learning from statistical queries.|in proc. 25th annu. acm sympos. theory comput.,||1993.|
856|new york, 392-401 1993.|m.j. kearns.||||||acm press.|efficient noise-tolerant learning from statistical queries.|in proc. 25th acm symp. on theory of computing,|||
857||m. kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||1993.|
858||m. kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||1993.|
859||m. kearns.||san-diego: the association for computing machinery.|||392-401).||efficient noise-tolerant learning from statistical queries.|proceedings of the 25th annual acm symposium on theory of computing (pp.||(1993).|
860||m.j. kearns.|||||||efficient noise-tolerant learning from statistical queries.|proceedings of the 25th acm symposium on the theory of computing,||1993.|
861|new york,|kearns, m.|||||pp. 392-401.||efficient noise-tolerant learning from statistical queries,|in proceedings of the twenty-fifth annual acm symposium on the theory of computing, acm,||(1993),|
862||kearns, m.|||||pages 392-401.||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||(1993).|
863|new york, ny:|kearns, m.|||||392-401).|acm press.|efficient noise-tolerant learning from statistical queries.|proceedings of the 25th annual acm symposium on theory of computing (pp.||(1993).|
864|new york, ny,|kearns, m.|||||pp. 392-401.|acm press,|efficient noise-tolerant learning from statistical queries.|in proc. 25th annu. acm sympos. theory comput. (1993).||1993.|
865||kearns, m. j.|||||pages 392-401.||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty fifth annual acm symposium on theory of computing (stoc-93),||1993.|
866||m. kearns.|||||pp 392-401,||efficient noise-tolerant learning from statistical queries.|in proc. 25th annu. acm sympos. theory comput.,||1993.|
867||m. kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||1993.|
868||m. kearns,||||stoc 1993.|||efficient noise-tolerant learning from statistical queries,||||
869||michael kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on the theory of computing,||1993.|
870||m. kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||1993.|
871||michael j. kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the twenty-fifth annual acm symposium on theory of computing,||1993.|
872|san diego,|m. kearns.||||to appear.|||efficient noise-tolerant learning from statistical queries.|in 25th stoc,||1993.|
873|new york, ny,|m. kearns.|||||pages 392-401.|acm press,|efficient noise-tolerant learning from statistical queries.|in proc. 25th annu. acm sym-pos. theory comput.,||1993.|
874|san diego,|michael kearns.|||||pages 392-401,||efficient noise-tolerant learning from statistical queries.|in proceedings of the 25 th annual acm symposium on the theory of computing,||1993.|
