id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes
1797||Agnieszka Holland||||1948-01-01||||director,writer,assistant_director|
1798||Joe Bailey|||2001-01-01|1924-01-01||||actor|
1799||Karl Anders||||||||writer|
1800||Reginald Denny|||1967-01-01|1891-01-01||||actor,writer,soundtrack|
1801|Big Jim||14|2||||1954-01-01|Drama||30
1802|Hostage: Part 2||2|5||||1996-01-01|Crime,Drama,Mystery||
1803||Patricia Iannone||||||||actress|
1804|Joe Pera Talks You to Sleep|||||||2016-01-01|Animation,Comedy,Short||12
1805||Oleg Tabakov|||2018-01-01|1935-01-01||||actor,director,assistant_director|
1806||David Sundin||||1976-01-01||||writer,actor,producer|
1807|The Big Shot||14|1||||1960-01-01|Adventure,Drama,Family||30
1808||Gene Polito|||2010-01-01|1918-01-01||||cinematographer,camera_department|
1809||Suzanne Pleshette|||2008-01-01|1937-01-01||||actress,soundtrack|
1810|Doesn't Everybody?||24|8||||1961-01-01|Drama||30
1811||Aly Wassil||||1930-01-01||||actor|
1812||Richard Kind||||1956-01-01||||actor,writer,soundtrack|
1813||F.W. Durkee||||||||writer|
1814|It Happening One Night||6|6||||2016-01-01|Action,Adventure,Animation||22
1815||Richard Donner||||1930-01-01||||director,producer,actor|
1816||Stephen Lord|||2012-01-01|1926-01-01||||writer,producer,director|
1817||Lindsey Hermer-Bell||||||||production_designer,art_department,art_director|
1818||Victoria Thaine||||||||actress,director,writer|
1819||Pepa L?pez||||||||actress|
1820||Ari Magder|||2012-01-01|1983-01-01||||actor|
1821||Julian Glover||||1935-01-01||||actor|
1822||Gerhard Riedmann|||2004-01-01|1925-01-01||||actor,soundtrack|
1823||Herbert Fleischmann|||1984-01-01|1925-01-01||||actor|
1824|The Wedding||29|8||||1961-01-01|Drama||30
1825|Blood Ties: Part 1||1|6||||1997-01-01|Crime,Drama,Mystery||
1826|Tigress by the Tail||30|1||||1963-01-01|Drama,Sport,Western||60
1827||Richard Frankel||||||||producer,miscellaneous,manager|
1828||Dana Ivey||||1941-01-01||||actress,soundtrack|
1829||William Campbell|||2011-01-01|1923-01-01||||actor|
1830||Stanley Clements|||1981-01-01|1926-01-01||||actor,writer|
1831|Imperfect Balance||17|4||||1956-01-01|Drama||30
1832||Susan Marcus||||||||writer|
1833||Keith Silverstein||||1970-01-01||||actor,sound_department,miscellaneous|
1834|FLCL||||||2018-01-01|2000-01-01|Action,Animation,Comedy||151
1835|Myths & Monsters|||||||2017-01-01|Documentary,Fantasy||42
1836||Daniel Sackheim||||||||producer,director,editorial_department|
1837|1976: O Ano da Invas?o Corinthiana|||||||2016-01-01|Documentary||94
1838|Chapter 50||11|4||||2016-01-01|Drama||52
1839||Davis Roberts|||1993-01-01|1917-01-01||||actor|
1840|Chapter 61||9|5||||2017-01-01|Drama||54
1841|The Bandit|||||||1996-01-01|Crime,Drama,Thriller||128
1842||Atsuhiro Iwakami||||||||producer,miscellaneous|
1843||Sally Lindsay||||1973-01-01||||actress,writer,soundtrack|
1844|Prisoner's Base: Part 2||5|1||||2001-01-01|Action,Drama,Mystery||
1845|The Lady in the Fish Bowl||9|7||||1959-01-01|Drama||30
1846|Stable Mates||15|2||||1962-01-01|Adventure,Drama,Family||30
1847|Penguin Keeper||24|2||||2006-01-01|Reality-TV||44
1848||Gesualdo Bufalino|||1996-01-01|1920-01-01||||writer|
1849||Lori Martin|||2010-01-01|1947-01-01||||actress|
1850||Craig Anton||||1962-01-01||||actor,writer,producer|
1851||Geraldine Brooks|||1977-01-01|1925-01-01||||actress|
1852||Corey Allen|||2010-01-01|1934-01-01||||director,actor,writer|
1853||Leo Martinez||||||||actor,director,writer|
1854||Parker Fennelly|||1988-01-01|1891-01-01||||actor|
1855|Cubby House||18|1||||2016-01-01|Animation,Comedy,Family||
1856||Campbell Scott||||1961-01-01||||actor,producer,director|
1857|Day of Rest||29|5||||1958-01-01|Drama||30
1858||Horst Hennicke||||||||production_designer,director,art_director|
1859|Assassinanny 911||3|2||||2006-01-01|Action,Adventure,Animation||22
1860||Alisattar Atakishiyev|||1998-01-01|1906-01-01||||cinematographer,director,writer|
1861|Vivre Sa Vie|||||||1962-01-01|Drama||80
1862||Stephen Cross||||||||editor,director,writer|
1863||Geoffrey Toone|||2005-01-01|1910-01-01||||actor|
1864|Arctic|||||||2011-01-01|Documentary||60
1865|The Derelict||5|1||||1959-01-01|Adventure||60
1866||Yoshito Mikan||||||||director|
1867||Youssef Assad||||||||actor|
1868||Steve Smith|||||||||
1869||Camille Franklin||||||||actress,miscellaneous|
1870||James Lasome||||||||producer|
1871||John Hodiak|||1955-01-01|1914-01-01||||actor|
1872||Willy Sedler||||||||cinematographer,director|
1873||Dan O'Herlihy|||2005-01-01|1919-01-01||||actor,art_department|
1874||Dagmar Altrichter|||2010-01-01|1924-01-01||||actress,miscellaneous|
1875||Robin Kingsland||||||||writer,script_department,miscellaneous|
1876||Michael Haley||||1942-01-01||||assistant_director,actor,producer|
1877||Amelia Bullmore||||1964-01-01||||actress,writer|
1878|Nelson Algren Live|||||||2016-01-01|Documentary||77
1879||Stojan 'Stole' Arandjelovic|||1993-01-01|1930-01-01||||actor|
1880||Fifi D'Orsay|||1983-01-01|1904-01-01||||actress,soundtrack|
1881||Carleton G. Young|||1971-01-01|1907-01-01||||actor|
1882|Sharpe's Enemy|||||||1994-01-01|Adventure||90
1883||Anne Helm||||1938-01-01||||actress|
1884|Errand of Mercy||32|2||||1961-01-01|Adventure||60
1885|Past Tense||11|1||||2004-01-01|Action,Adventure,Animation||22
1886||Peter Feldman||||||||miscellaneous,production_manager,producer|
1887||Jakob Verbruggen||||||||director,producer,casting_department|
1888||Ilse Radtke||||||||editor|
1889||Cecil Kellaway|||1973-01-01|1890-01-01||||actor,soundtrack,writer|
1890|The Happy Widow||10|6||||1958-01-01|Drama||30
1891||Stephen Gyllenhaal||||1949-01-01||||director,writer,producer|
1892||Thomas Mitchell|||1962-01-01|1892-01-01||||actor,writer,soundtrack|
1893||Ha Na Park||||||||actress|
1894|The Case of Mrs. Bannister||23|2||||1955-01-01|Drama||30
1895|The Black Swan||7|7||||2009-01-01|Comedy||29
1896||Kamalakara Kameshwara Rao|||1999-01-01|1911-01-01||||director,assistant_director,writer|
1897||Alma Beltran|||2007-01-01|1919-01-01||||actress,miscellaneous|
1898||Mike Feraro||||||||actor,assistant_director,producer|
1899||Barry Levinson||||1942-01-01||||producer,writer,director|
1900||Richard Robinson||||||||actor,miscellaneous,art_department|
1901||Peter Coulson||||1942-01-01||||editor,director,writer|
1902||Paul Brinegar|||1995-01-01|1917-01-01||||actor,soundtrack|
1903||Dominique De Leon||||||||actor|
1904||Jo Brand||||1957-01-01||||writer,actress,producer|
1905|Death Do Us Part||9|1||||1962-01-01|Adventure||
1906||Christopher Dark|||1971-01-01|1920-01-01||||actor|
1907|The Big Surf||9|2||||1960-01-01|Adventure||49
1908||Hugh Lawrence|||1969-01-01|1923-01-01||||actor|
1909||John Paxton|||1985-01-01|1911-01-01||||writer,producer|
1910||Stefan Pejchev|||1979-01-01|1905-01-01||||actor|
1911||Gene Chruszcz|||||||||
1912||Adeyto||||1977-01-01||||actress,director,camera_department|
1913||Maria Shopova||||||||actress|
1914||Bijibal||||||||composer,soundtrack,music_department|
1915||Barry Flatman||||||||actor|
1916||Joseph Laitin||||||||writer|
1917|Episode #5/Episode #6||3|1||||1995-01-01|Action,Adventure,Animation||13
1918||Hadley Kay||||1973-01-01||||actor|
1919||John Peyser|||2002-01-01|1916-01-01||||director,producer,writer|
1920||Tracy Ryan||||1971-01-01||||actress|
1921||John McNaughton||||1950-01-01||||director,writer,producer|
1922||Bobby Slade||||||||actor|
1923||Barbara Ruick|||1974-01-01|1930-01-01||||actress,soundtrack|
1924||Frank Christi|||1982-01-01|1929-01-01||||actor|
1925||Tuomas Milonoff||||1974-01-01||||producer,director,writer|
1926||Suzi Crandall||||1924-01-01||||actress|
1927||Chiyo Tota|||1985-01-01|1913-01-01||||actress|
1928||Deborah Makepeace|||1999-01-01|1957-01-01||||actress|
1929||Isabella Hofmann||||1958-01-01||||actress|
1930||Russell Johnson|||2014-01-01|1924-01-01||||actor,miscellaneous|
1931|Build My Gallows Low||20|3||||1962-01-01|Adventure||60
1932|The Next Witness||3|2||||2002-01-01|Action,Drama,Mystery||
1933|Eeney, Meeney, Miney... Magic!||5|1||||2004-01-01|Action,Adventure,Animation||22
1934|The Twenty Percent Solution||4|7||||1998-01-01|Crime,Drama,Mystery||
1935|Experiment with a Traitor||18|1||||1958-01-01|Adventure||30
1936||Kiril Marichkov||||1944-01-01||||composer|
1937||Mike Rowe||||1962-01-01||||producer,miscellaneous,actor|
1938|The Black Lace Valentine||19|6||||1959-01-01|Drama||30
1939||Beth Hoppe||||||||producer,miscellaneous,director|
1940||Lumsden Hare|||1964-01-01|1875-01-01||||actor,miscellaneous|
1941||Bradley Sellers||||||||cinematographer,camera_department,producer|
1942||Ra?l Prieto||||1976-01-01||||actor|
1943||Asia Vieira||||1982-01-01||||actress|
1944||Sara Hall||||||||actress|
1945||Jasna Spaic||||||||composer|
1946||Walt Disney|||1966-01-01|1901-01-01||||producer,actor,director|
1947||Ely Bam's||||||||producer,editor,writer|
1948||S.P. Balasubrahmanyam|||2020-01-01|1946-01-01||||music_department,soundtrack,actor|
1949||Alan Bridges|||2013-01-01|1927-01-01||||director,producer,actor|
1950||Jeannie Diggins||||||||actress|
1951||Martin Dean||||1938-01-01||||actor|
1952|Karaoke||||||1996-01-01|1996-01-01|Drama||63
1953||Joe Ainsworth||||1964-01-01||||writer,miscellaneous|
1954||Roza Rogatkina||||||||editor|
1955||James Hays||||||||actor|
1956||Greg Appel||||||||director,producer,miscellaneous|
1957||Nick Hendrik||||1989-01-01||||actor,producer,writer|
1958||Michael O'Shea|||1973-01-01|1906-01-01||||actor|
1959|Cvrcek a pila||6|1||||1978-01-01|Animation,Family||5
1960||Liliane Montevecchi|||2018-01-01|1932-01-01||||actress,soundtrack|
1961|Episode #12/Episode #13||7|1||||1995-01-01|Action,Adventure,Animation||
1962|The Pants Tent||1|1||||2000-01-01|Comedy||29
1963||Isabelle Morand||||||||miscellaneous,producer|
1964||Lucrezia Lante della Rovere||||1966-01-01||||actress|
1965|Queen Nefertiti||18|4||||1957-01-01|Drama||30
1966||Taylor Holmes|||1959-01-01|1878-01-01||||actor,soundtrack|
1967||Isa Ashdown||||1942-01-01||||actress|
1968||Henry Struemph|||||||||
1969||Don Carlos Dunaway||||||||writer,miscellaneous,producer|
1970|How Bugs Bunny Won the West|||||||1978-01-01|Animation||30
1971||Bryan Dick||||1978-01-01||||actor,soundtrack,music_department|
1972||Saul Rubinek||||1948-01-01||||actor,soundtrack,director|
1973||Christopher Kyle||||||||writer|
1974||Mahershala Ali||||1974-01-01||||actor,producer|
1975||Robert Belcher|||2000-01-01|1910-01-01||||editor,sound_department,editorial_department|
1976|Death of a Doxy: Part 1||1|2||||2002-01-01|Action,Drama,Mystery||
1977|The Night of the Dead Living||9|1||||1993-01-01|Crime,Drama,Mystery||
1978||Hasanaga Salayev|||1981-01-01|1921-01-01||||actor|
1979||Monika Peitsch||||1936-01-01||||actress,soundtrack|
1980||Paul Picerni|||2011-01-01|1922-01-01||||actor|
1981||Aim?e Delamain|||1999-01-01|1906-01-01||||actress|
1982||Kim Joon||||||||actor|
1983||Jan Francis||||1947-01-01||||actress,miscellaneous|
1984|The Acupuncturist||6|2||||2001-01-01|Comedy||30
1985||Tom Burlinson||||1956-01-01||||actor,music_department,soundtrack|
1986|Episode #1.2||2|1||||1971-01-01|Drama||
1987||Florence Jan Soman||||||||writer|
1988||J.D. Smith||||||||miscellaneous,writer,producer|
1989||G?nter Lachmann|||||||||
1990||Joe Abdullah|||1999-01-01|1926-01-01||||actor|
1991||Lisa Cholodenko||||1964-01-01||||director,producer,writer|
1992||Richard T. Heffron|||2007-01-01|1930-01-01||||director,writer,producer|
1993||Laya Raki|||2018-01-01|1927-01-01||||actress|
1994||Aluri Chakrapani|||1975-01-01|1908-01-01||||writer,producer,director|
1995||Peggy Ann Garner|||1984-01-01|1932-01-01||||actress|
1996||Reginald Owen|||1972-01-01|1887-01-01||||actor,soundtrack,writer|
1997||Darryl Wharton||||1968-01-01||||writer,director,producer|
1998||Richard Garland|||1969-01-01|1927-01-01||||actor|
1999||Barbara Hale|||2017-01-01|1922-01-01||||actress,soundtrack|
2000||Frantisek Filip|||2021-01-01|1930-01-01||||director,writer|
2001|It's for You||11|3||||1999-01-01|Animation,Comedy,Fantasy||21
2002||Inger Stevens|||1970-01-01|1934-01-01||||actress,soundtrack|
2003||Walter Newman|||1993-01-01|1916-01-01||||writer|
2004||Christiane Kr?ger||||1945-01-01||||actress,writer|
2005||Jean Daigle||||||||actor|
2006||Kurt Jaggberg|||1999-01-01|1922-01-01||||actor,miscellaneous|
2007||Wolfgang Reitherman|||1985-01-01|1909-01-01||||animation_department,director,producer|
2008||Edna Brophy||||||||writer,miscellaneous|
2009|The Group||10|1||||2000-01-01|Comedy||31
2010||Eleanor Audley|||1991-01-01|1905-01-01||||actress,soundtrack,miscellaneous|
2011||Sylvia Dee|||1967-01-01|1914-01-01||||soundtrack,writer,music_department|
2012||Rolf K?stel|||1987-01-01|1919-01-01||||cinematographer,camera_department|
2013|Our Sacred Honor||13|2||||1954-01-01|Drama||30
2014||Vanessa Brown|||1999-01-01|1928-01-01||||actress|
2015||Mark Stein||||||||miscellaneous,writer|
2016|Landscape with a Woman|||||||1989-01-01|Drama||75
2017||Virgil Howarth||||||||actor,writer,producer|
2018||Rasmus Avike||||||||art_department|
2019||Elaine Aiken|||1998-01-01|1927-01-01||||actress|
2020|The Cain Connection||5|1||||1973-01-01|Crime,Drama||60
2021||Isaac Schwarts|||2009-01-01|1923-01-01||||composer,soundtrack|
2022|Have a Conscience||13|5||||1997-01-01|Crime,Drama,Mystery||
2023||Kiichi Nakai||||1961-01-01||||actor|
2024||Karen Archer||||1948-01-01||||actress|
2025||Alexandra Roach||||1987-01-01||||actress,writer,soundtrack|
2026|Opening Night||10|4||||2004-01-01|Comedy||59
2027||Roy Huggins|||2002-01-01|1914-01-01||||writer,producer,production_manager|
2028||Martin Hyder||||||||actor,writer|
2029|Kolyma: Road of Bones (2017|||||||2017-01-01|Documentary||86
2030|Episode #1.1||1|1||||1972-01-01|Drama||
2031||Aidan McArdle||||1970-01-01||||actor|
2032||Linda Lawson||||1936-01-01||||actress,soundtrack|
2033||Beverly Lunsford|||2019-01-01|1945-01-01||||actress|
2034||Stanley Brede||||||||cinematographer,camera_department|
2035||Howard W. Koch|||2001-01-01|1916-01-01||||producer,director,assistant_director|
2036|Bridge on the River Wye||1|1||||2004-01-01|Documentary||48
2037||Sherman A. Harris|||1980-01-01|1909-01-01||||producer,production_manager|
2038|The TiVo Guy||7|6||||2007-01-01|Comedy||30
2039|Ghost Ship||13|1||||1993-01-01|Animation,Comedy,Fantasy||30
2040||Glenn Langan|||1991-01-01|1917-01-01||||actor|
2041||Siegurd Fitzek||||1928-01-01||||actor|
2042||Fintan Meyler|||2005-01-01|1929-01-01||||actress|
2043||Mikhail Romm|||1971-01-01|1901-01-01||||director,writer,miscellaneous|
2044||Courtney Waldrop||||||||actress,miscellaneous|
2045||Michael Jones||||1987-01-01||||actor,producer|
2046||Clare Higgins||||1955-01-01||||actress,soundtrack|
2047|The Trial||23|7||||1960-01-01|Drama||30
2048||Sacha Baron Cohen||||1971-01-01||||actor,writer,producer|
2049|The Scavenger||8|1||||1962-01-01|Drama,Sport,Western||
2050|Pilot||0|1||||1973-01-01|Crime,Drama||90
2051||George Nader|||2002-01-01|1921-01-01||||actor,director,producer|
2052||Maggie Baird||||1959-01-01||||actress,miscellaneous,soundtrack|
2053||Larry Blyden|||1975-01-01|1925-01-01||||actor,soundtrack|
2054||Anne Bancroft|||2005-01-01|1931-01-01||||actress,soundtrack,director|
2055|His Inheritance||27|3||||1956-01-01|Drama||30
2056||Hazel Court|||2008-01-01|1926-01-01||||actress|
2057||Laura Streicher||||||||miscellaneous,producer,actress|
2058||Jan Tilman Kiwe||||||||writer|
2059||Glynnis Talken||||||||actress,art_department|
2060|The Girl on the River|||||||1987-01-01|Drama||100
2061||Rafael Campos|||1985-01-01|1936-01-01||||actor|
2062|Full Court Press||18|6||||1998-01-01|Crime,Drama,Mystery||
2063||John Anderson|||1992-01-01|1922-01-01||||actor,assistant_director,soundtrack|
2064||Cyril Cusack|||1993-01-01|1910-01-01||||actor|
2065||Vladimir Bychkov|||2004-01-01|1929-01-01||||director,actor,writer|
2066||Bill Parker|||||||||
2067||Trude Wyler|||1990-01-01|1911-01-01||||actress|
2068|Martha's Beau||16|2||||1962-01-01|Adventure,Drama,Family||30
2069||Anthony Brown|||||||||
2070||Nina Humphreys||||||||composer,music_department|
2071||Lucien N. Andriot|||1979-01-01|1892-01-01||||cinematographer,camera_department|
2072||Jan Arvan|||1979-01-01|1913-01-01||||actor|
2073||David Blair||||||||director,producer,production_manager|
2074||Ainsley Harriott||||1957-01-01||||actor|
2075|Conflict||18|5||||1958-01-01|Drama||30
2076||Lilli Lavine||||||||actress,miscellaneous|
2077||Andrew Teverson|||||||||
2078|Air Waves||||||1987-01-01|1986-01-01|Family||26
2079|Animal Pals||1|1||||2016-01-01|Animation,Comedy,Family||
2080||Michael Pertwee|||1991-01-01|1916-01-01||||writer,actor,director|
2081||Leslie Barringer|||2011-01-01|1950-01-01||||actor|
2082||Pearl Richman||||||||actor|
2083|The Room Next Door||26|4||||1957-01-01|Drama||30
2084||S.S. Schweitzer|||2006-01-01|1925-01-01||||writer,miscellaneous,producer|
2085|All Is Bright||8|6||||1997-01-01|Crime,Drama,Mystery||
2086|Sidewinder||7|1||||1962-01-01|Drama,Sport,Western||60
2087||Michael Barry||||||||actor|
2088||Jan Tine||||||||actor|
2089|Girl on a Flagpole||4|1||||1953-01-01|Drama||30
2090||Howard Wright|||1990-01-01|1896-01-01||||actor|
2091||Anthony DiMarco|||2000-01-01|1917-01-01||||editor,editorial_department,production_manager|
2092|The Taming of Andrew||8|1||||1962-01-01|Adventure||
2093||Naduk Avike|||||||||
2094||Richard Morgan|||2008-01-01|1931-01-01||||writer|
2095||Henry Richards||||||||writer|
2096||Judith Brian||||||||actress|
2097||Gemma Harvey||||||||actress,writer,producer|
2098|Weder-weder lang 'yan|||||||1999-01-01|Comedy||
2099||Jan Sterling|||2004-01-01|1921-01-01||||actress,soundtrack|
2100||Rudi Kurz|||2020-01-01|1921-01-01||||director,writer,actor|
2101||Keith Knight|||2007-01-01|1956-01-01||||actor|
2102|Upstairs Inferno|||||||2015-01-01|Documentary,History||96
2103||Chris Franchino||||1974-01-01||||producer|
2104|Epidemic||25|1||||1961-01-01|Adventure,Drama,Family||30
2105||Fuschia!||||1965-01-01||||actress|
2106||Mary Carroll|||1989-01-01|1908-01-01||||actress,miscellaneous|
2107||Thelma Robinson|||1965-01-01|1913-01-01||||writer|
2108||Bethel Leslie|||1999-01-01|1929-01-01||||actress,writer|
2109|Chapter 30||4|3||||2015-01-01|Drama||47
2110||Lee Goodman|||1988-01-01|1923-01-01||||actor,producer,soundtrack|
2111||Craig Duncan|||1994-01-01|1918-01-01||||actor|
2112||J?rgen Renn||||1956-01-01|||||
2113|But for God's Grace||29|3||||1956-01-01|Drama||30
2114||Anne Shirley|||1993-01-01|1918-01-01||||actress,soundtrack|
2115||Dorothy Adams|||1988-01-01|1900-01-01||||actress|
2116||Phyllis Hill|||1993-01-01|1920-01-01||||actress|
2117||Matti Ij?s||||1950-01-01||||writer,director,actor|
2118|The Amazon||23|1||||1960-01-01|Adventure||
2119||William Post Jr.|||1989-01-01|1901-01-01||||actor,soundtrack|
2120|Ghost of a Chance||2|1||||1993-01-01|Crime,Drama,Mystery||48
