id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/job
1054||Toshi Toda|||||guestStars
1055|Stories from Norway||'The show is a new and ambitious concept for Ylvis. It's based on current events in Norway, but will also contain satirical songs and feature Ylvis playing multiple roles in each episode. On 1 November 2017, TVNorge released a teaser clip on Youtube called ''Bieber Fever'', about the media frenzy that occurred when singer Justin Bieber arrived in Oslo for a concert|||2018-02-19|
1056||Jack Behr|||||writers
1057|Farewell Planet Phantom||'On board the Argo, Derek, Nova and Sandor are unable to locate Flash and Jason, who are trapped in a tunnel on the planet. Suddenly, Flash and Jason meet the planet's life center, who asks them to take care of Queen Mariposa. Phantom says that Mariposa has the secret to the planet Guardiana and must be taken somewhere safe. Phantom then returns Flash, Jason and Mariposa to the planet's surface, where a rescue ship from the Argo picks them up. They describe their findings to Derek, who assigns Flash to be Mariposa's escort.After the Star Force leaves, they see Galmanian ships materialize. Mariposa says that the Galmans will attack Phantom. Flash warns Derek, who sends an urgent message to the Galmans asking them not to attack. The message is ignored, however, and the Galmans destroy Phantom. Derek asks Desslok why he ordered Phantom destroyed. Desslok says that he punished Phantom for embarrassing him and Derek by deceiving them.Having lost much time, the Star Force resumes its search for a new Earth. Meanwhile, Belmayze and Desslok learn that Mariposa is now on board the Argo and dispatch war fleets after the ship.111 days remain before the sun destroys Earth. |22.0|3.0|1981-03-14|
1058||Jerry Hauck|||||guestStars
1060|R-A-Y-C-- RAY-CATION||Maya enlists the family to assist JJ in romancing a girl at school, but it backfires when JJ expresses his feelings to Claire, and they are not reciprocated. Meanwhile, as the DiMeos are always late, Ray has the family practice to get to school in time for his upcoming weekend field trip.|8.0|1.0|2016-11-30|
1061|Sodachi Lost - Part 1||Hanekawa reveals her concerns about Ougi as she and Araragi go to visit Oikura.|4.0|4.0|2015-10-25|
1063||Khali Macintyre|||||guestStars
1065||Michael Chaban|||||guestStars
1068||Antonie Hegerl?kova|||||actor
1070||Victoria Michaelis|||||guestStars
1071|The Perils of Penrose|||14.0|2.0|1961-01-16|
1073||Daniel Minahan|||||director
1074|Full Moon||Kellerman and Lewis (with Brodie) investigate a shooting at the New Moon motel, where everyone there has a motive for the crime. They split up and canvass the denizens of the motel; Lewis also searches for the victim's missing boot. The murder is just one of the many crimes that has occurred or is occurring at this establishment.|17.0|4.0|1996-04-05|
1075||Stephen Colbert|||||guestStars
1076||Lars Mikkelsen|||||actor
1077||Vladimir Sokoloff|||||guestStars
1078||Boris Sagal|||||director
1081|Interview with Nina Wadia|||5.0|0.0||
1082||Martin Garcia|||||guestStars
1083||Jordan R. Coleman|||||guestStars
1085||Emma Molin|||||guestStars
1086||?? ?|||||writers
1087||Kana Hanazawa|||||actor
1088||Pippa Scott|||||guestStars
1090||Boris McGiver|||||actor
1091||Tamika Katon-Donega|||||guestStars
1097||Heikki Patom?ki|||||guestStars
1098||Alyssa Milano|||||guestStars
1099|Episode 2|||2.0|1.0|2017-03-17|
1100||Nicholas Day|||||guestStars
1101||Armando Benitez|||||guestStars
1102|Tales From the Cryptkeeper||'To capitalize on the merchandising craze brought forth by HBO's series ''Tales from the Crypt'', they invented this Saturday morning cartoon.  Much like the series (and EC comics) that the cartoon was based on, the show featured different child characters weekly who ended up in twisted situations, but with a little more morality play than the HBO series.Still hosting was The Cryptkeeper, and in the second season, The Vaultkeeper and The Old Witch (both narrators from the comic series) had come in to upstage The Cryptkeeper.  After two seasons, the show disappeared from ABC's lineup, but resurfaced on CBS in 1999 with new episodes, under the title ''New Tales from the Cryptkeeper.'' The Vaultkeeper and the Old Witch were now absent as hosts, and the Cryptkeeper kept popping up within the context of the story more than in the previous seasons.  In 2000, CBS dropped their entire Saturday morning children's show schedule.  Since then, the show has aired in Canada and elsewhere in the world.|||1993-09-18|
1103||Holly Twyford|||||guestStars
1104|The Trial of Adam Troy||After a murder on the Tiki occurs, Adam is wrongfully accused of the crime and the passengers are asked for their testimonies at his trial.|11.0|3.0|1961-12-17|
1105||Frank Chase|||||writers
1106||Henry Frost|||||guestStars
1107||Beverly Brigham|||||guestStars
1108||Kaitlin Olson|||||guestStars
1110|A Many Splendored Thing||Bolander asks Kay if she would double date with him and Linda, to try to take the pressure off his first real date. A slain phone-sex operator is found clutching a note naming her boss as the perpetrator, Bayliss and Pembleton investigate. Munch has trouble dealing with Bolander's happiness, so he crashes the double date and makes everyone miserable. A man is shot to death over a pen at the library, Lewis and Crosetti investigate and find a man with a pen fetish. As Bayliss looks into the murder he begins to get involved.|4.0|2.0|1994-01-27|
1111||Carter McNeese|||||guestStars
1112||Nick Gomez|||||directors
1113||Simon Delaney|||||director
1114||Joe Lane|||||guestStars
1115||Nam Gyu-Ri|||||actor
1116||?????????|||||director
1117||Micah Fowler|||||actor
1118||Adam Paul|||||guestStars
1120|Tsubasa Family - Part 2||Later, Araragi meets up with Oshino Meme, who quizzes him about Hanekawa. He reveals everything except the secret he was sworn not to tell, including finding and burying a silver cat with no tail. From this, Oshino warns that Hanekawa may have been possessed by an Oddity, the Curse Cat. He instructs Araragi to find Hanekawa, whilst he looks for the shallow grave they dug for the silver cat. Araragi finds Hanekawa, but things then take a turn for the worse...|4.0|0.0|2012-12-31|
1121|Hand Walk III ~ Bamboo Derby II|||36.0|1.0|2008-02-03|
1122||Alec Berg|||||director
1123||Rachel Snow|||||guestStars
1124||Ian Buck|||||guestStars
1125|Episode 19|||19.0|2.0|2017-09-12|
1126||Edgar Barrier|||||guestStars
1127||Kevin Spacey|||||actor
1129||John Ritz Miller|||||guestStars
1130||Louis Herthum|||||guestStars
1131||Mads Br?gger|||||directors
1132||Sabrina Boudot|||||guestStars
1133|Justin Bieber||Zach Galifianakis sits down with Justin Bieber for an interview no one will ever forget.|19.0|1.0|2013-09-26|
1134||August Schellenberg|||||guestStars
1135||Larry David|||||actor
1136||Sean McClory|||||guestStars
1138||Chris Martin-Jones|||||director
1139|The Big Surf|||9.0|2.0|1960-12-05|
1140||David Maysles|||||director
1142|For God and Country (2)||Continuing the investigation in New York City, Egan's wife is questioned by Frank and Tim.   Just a few hours later, Egan's wife is killed and Egan's son is seen running.  Kendall is taken into proctective custody until he gives up the suspect's name. Lennie Briscoe and Rey Curtis (from Law and Order) come to Baltimore.  Munch finds out that Lennie knew his ex-wife a little too much (She moved to NYC after divorcing him).  The suspect tried to escape in a seaplane but is caught.  NYC ADA Claire Kincaid comes down to extradite him back to NYC, which made Frank upset.  While extraditing him, the suspect has a heart attack and dies at the train station. (Charm City (1) aired on Law & Order, season 6, episode 13.)|12.0|4.0|1996-02-09|
1143||Bailey Thompson|||||guestStars
1144||Julie Grossberg|||||guestStars
1146|Feeling Destined||After learning that Paul and Helen are getting a divorce, the Paterson family struggles to cope with the imminent changes.|18.0|4.0|2017-09-05|
1148|Episode 22||The wedding ceremony finally starts and Junpyo enters in. However, Jaekyung maps out a plan and ruins the wedding. Junpyo and Jandi sneak off to the resort and spend time together. Jaekyung returns the necklace to Jihoo and leaves to New York on the next day. Jandi and Junpyo’s happy moment is about to fall apart, since the break off brings a crisis to Shinhwa group. Now Junpyo’s mother anger is towards Jandi.|22.0|1.0|2009-03-23|
1149||Helen Hedman|||||guestStars
1150|The cricket and the retort bass|||7.0|1.0||
1153|Episode 3||After came back from the school trip, Junpyo’s curious feeling for Jandi grows even bigger. Jandi meets Jihu, who is having a hard time because of Seohyeon, and Junpyo hears about this. Jandi worries about Jihu and goes to see him, but encounters Junpyo who is waiting for her with jealous eyes. At Seohyeon’s birthday party, Seohyeon announces that she’s going to France, leaving everything behind. When Jandi goes to say goodbye to her, she sees the scene of Jihu declaring his love for Seohyeon.|3.0|1.0|2009-01-12|
1154|Daredevil Dude||Monty ponders whether all heroes have to solve big problems or if there are some superheroes who focus on smaller tasks.|17.0|1.0|2016-08-30|
1156||Lisa Leslie|||||guestStars
1157||Patricia Breslin|||||guestStars
1159||Lisa Ann Walter|||||guestStars
1160|A Model Top Model||It's just after midnight when a car arrives at Fred Barskin's villa, it's Zelda a super model. She thinks her contract is up, and wants to leave. But Baskin made her contract that extents her contract unlimited. Yet, Zelda still wants to leave, but she tried, she gets stopped by Barskin's henchman who brings her back to the villa. Later, in Ace's room at the Ring Theater, Cosmo tries to hypnotize Ace, it failed. He wants Ace to show him the trick behind hypnotizing anyone. They prepare for the show, Cosmo notices that is in the audience (since he admires her). Professor Braun informs Zelda that she is now working for the Universal Beauty Institute (U.B.I.) Zelda refuses to sign the contract because she wants to leave the model business. The show starts, Ace asks for a volunteer and Zelda goes to the stage. Barskin tries to stop her but Ace stops him. When Ace asked what of animal she would like to be, she choose an eagle. Ace uses his magic to transform her into an eagle. While distrac|11.0|2.0||
1161|J-J’S D-R–DREAM||Ray gets in over his head when he makes up a fake charity to impress his girlfriend; Maya gives Jimmy tips on being the boss; and Dylan demands Kenneth get out of her space.|3.0|2.0|2017-10-11|
1162||Morag Fullarton|||||director
1163||Paul F. Tompkins|||||guestStars
1164||Izzy Diaz|||||guestStars
1165||John Haynes Walker|||||guestStars
1167||Juliet May|||||director
1168||Stuart McDonald|||||director
1169|Plumber||Plumber, drilling mud, Rough necker (oil drilling)|5.0|2.0|2006-03-14|
1170||Cady Huffman|||||guestStars
1173|What Color is Your Cleansuit?||A three-month period in the lives of our heroes and villains is chronicled. Dr. Venture recruits college interns to help him complete a project for J.J. in time, but things go awry. Dean makes a life-changing decision after Triana rejects him, and Billy Quizboy acquires a new archenemy.|1.0|5.0|2013-06-02|
1174||David Dossey|||||guestStars
1176||Shea Whigham|||||guestStars
1177|ON THE R-O-- ROAD A-G-- AGAIN||The DiMeos set out for one last “JJ Adventure” before he heads to college, but things get bumpy when the family takes an ill-advised shortcut. Maya and Kenneth’s relationship is tested when they disagree over who knows JJ’s needs best. Meanwhile, Jimmy, JJ and Dylan find fun they shouldn’t be having, and Ray tests his wilderness mettle.|20.0|3.0|2019-03-29|
1178||Chris Menaul|||||directors
1179||David Stifel|||||guestStars
1180||Michael Reese|||||guestStars
1181|Ghost||'Returning to Syndicate 9 after a year with Vice, Rachel (Suranne Jones) needs some time to rekindle her neglected friendship with Janet (Lesley Sharp), but the shocking murder of Michael Edgerton forces her to hit the ground running as she steps up to Acting DI under the watchful eye of Julie Dodson (Pippa Haywood). When a teenage boy sees a clip of Michael’s murder on the darknet, it’s clear that Syndicate 9 are dealing with something much bigger and more sinister than a single, indiscriminate murder. A sick game is being played and Syndicate 9 need to find the next potential victim before the killer does.  Glad of Rachel’s return, Janet couldn’t have known how much she was going to need her friend. When Taisie (Harriet Waters) is arrested, setting off an inconceivable chain of events, Janet is thrown into turmoil and Rachel’s wisdom and experience are exactly what she needs to steer her through the crisis.|1.0|5.0|2016-04-13|
1183|A Promise||When checking the King's meal, the silver spoon turns black and this goes to blame on child from lantern festival and her father. Owing to the help of Eunuch Do and Teacher Dasan, Lee Yeong reveals that the child and her father are innocent. |11.0|1.0|2016-09-26|
