id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country
655||Maria Adelaide Amaral||||||||||||
656|Series 1, Episode 2|||2.0|1.0||||1990-02-22||1990-01-01|||
657|Episode 3|||3.0|3.0||||1965-06-01||1965-01-01|||
658|Move Over Miami||Agent # 1 and Agent # 2 travel to South Beach, Miami, where the ego driven Mr. Fish and his explosive partner in crime, Rock DeBrie, plot to destroy the trend-setting capitol. With the help of a maraschino cherry camera and a Ricky Martin inflatable decoy. The Agents use their wits and fashion sense to combat Mr. Fish's evil plan to hypnotically dictate international fads.|1.0|1.0||||2000-06-26||2000-01-01|||
659||Upstairs Inferno||||||||||||
660|Bon Appetit - Squid||Isabella Rossellini takes an intimate look into the perilous life of a squid.|1.0|3.0||||2009-09-14||2009-01-01|||
661||Sebasti?o Vasconcelos||||||||||||
662||Fran?ois Gu?tary||||||||||||
663|The High Cost of Loathing||The Monarch faces financial challenges as he attempts to rebuild his fiendish organization; Dean tries to establish a normal life outside of his father's shadow at sleep-away college.|4.0|7.0||||2018-08-26||2018-01-01|||
664||Daniel Costelle||||||||||||
665||Georgi Rerberg||||||||||||
666||Egidio Termine||||||||||||
667|Water - Liquid Awesome||Hank teaches us why water is one of the most fascinating and important substances in the universe.|2.0|1.0||||2012-02-06||2012-01-01|||
668|Le Comte de Monte-Cristo|||||1.0|6.0||1980-06-23|1980-07-28|1980-01-01|60|Drama|FR
669||Landon Gilliam||||||||||||
670||Estela Bravo||||||||||||
671||Meg Rock||||||||||||
672||Zuzana Liov?||||||||||||
673||Juno John Lee||||||||||||
674||Stewart Harvey-Wilson||||||||||||
675|And Then There Were Four|||6.0|1.0||||2014-12-09||2014-01-01|||
676|Monkey Caretaker||Mike Rowe meets his match when he travels to South Africa to take care of monkeys that are being trained to go back into the wild|16.0|2.0||||2006-08-29||2006-01-01|||
677|Heart of a King||'In July 1588 beacons were lit across England to warn of the arrival of the Spanish Armada. Elizabeth I's darkest fears had come true.Having successfully avoided open war for 20 years, she found herself bound up in a costly and desperately unpredictable conflict.Elizabeth also loathed war because, as a woman, she couldn't lead her own armies. Instead she had to delegate command to hot-tempered men, who disobeyed her orders and even turned her own forces against her.Despite the difficulties, it was war which provided Elizabeth with her finest hour.|3.0|1.0||||2000-05-18||2000-01-01|||
678|O-S-- OSCAR P-A-- PARTY||When the Dimeos throw their annual Oscar party with other special-needs families, Maya feels threatened by new mom Becca, who seems a little too perfect. Meanwhile, Jimmy encourages the fathers at the party to let loose while Ray tries to impress a girl by pretending to be someone he is not.|16.0|1.0||||2017-02-22||2017-01-01|||
679||Jennifer Salt||||||||||||
680|The Lake|||2.0|2.0||||1961-09-25||1961-01-01|||
681||Dora Markova||||||||||||
682||Waldemar Young||||||||||||
683||Yoshinobu Tokumoto||||||||||||
684|Letter to Loretta: The Bronte Story|||9.0|1.0||||1953-11-15||1953-01-01|||
685||Reality Junkies||||||||||||CA
686|Blue and Desperate Battle||'Shin discovers that Sara and Mao have strange abilities connected to the island. Tension between Sara and Aries intensifies when Sara's mentor was the same professor that drew blood from her at a younger age. Meanwhile, Mao brings Shin into the ocean to show him the island's ''secret treasure'' - a large fragment of the ancient relic known as ''AFOS.'' There, Shin learns more about adapting to different environments by observing a school of flying fish and a flock of birds that also swim. But Mayan and the ocean surrounding it once again become a war zone when anti-U.N. forces attack the Asuka II fleet and the island in hopes of taking away the heavily-guarded AFOS. Shin and Edgar - aboard their VF-0D - must protect the AFOS fragment discovered by Mao from the invading forces.|3.0|1.0||||2003-12-01||2003-01-01|||
687||Patrik Pa??||||||||||||
688||Tymon Dogg||||||||||||
689||Lumiton||||||||||||
690|?????????|||6.0|1.0||||2008-08-04||2008-01-01|||
691|Episode 18|||18.0|1.0||||2015-09-01||2015-01-01|||
692|Episode 11|||11.0|1.0||||2019-02-24||2019-01-01|||
693|Hot Tar Roofer||Mike first heads off to Pasadena, California and discovers the difficult step by step process in patching up a roof. Then Mike goes to New Jersey and helps move a 60 ton, 225 year old house.|7.0|1.0||||2005-09-27||2005-01-01|||
694||Robert Mintz||||||||||||
695|Untitled 1||'Once there was a man said to be ''The Legendary Mahjong Player''. His name was Akagi Shigeru. His genius was awakened the first time he played, leading him to defeat a rep player for the yakuza that night. After that night, he went on to defeat player after player, shaking up the entire underworld.|1.0|1.0||||2015-07-18||2015-01-01|||
696|Paul|||11.0|1.0|||||||||
697||Yukito kizawa||||||||||||
698|Too Many Clients (2)|||10.0|2.0||||2002-06-09||2002-01-01|||
699||Luke Ward-Wilkinson||||||||||||
700|Episode 34 - Sponge Bridge ~ Daruma 7|||34.0|1.0|||||||||
701|Episode 8|||8.0|1.0||||2019-05-11||2019-01-01|||
702|Whale||Isabella Rossellini explores the mating habits of whales.|2.0|2.0||||2009-04-01||2009-01-01|||
703||Priscilla Oxendine||||||||||||
704|[19] Karen Bee, Part 4||Karen is badly ill, having been poisoned by an evil, supernatural bee. Will Koyomi be able to cure her in time?|4.0|2.0||||2012-01-29||2012-01-01|||
705|My Own Master|||13.0|8.0||||1960-12-18||1960-01-01|||
706||David Kennedy||||||||||||
707||Martin Lisemore||||||||||||
708||Izumi Kasagi||||||||||||
709||Alencier Ley Lopez||||||||||||
710|The Ransom|||34.0|1.0||||1962-10-09||1962-01-01|||
711||Miki Itou||||||||||||
712|Fuel Tank Cleaner||Mike heads to a good old fashioned steel town in Pennsylvania to work at a 75 year old candy store named Wertz Candies making all sorts of candy treats. Mike then goes to California and works as a tire retreader. Finally, Mike goes to McConnell AFB in Kansas to help repair the fuel tanks of a refueling tanker aircraft.|12.0|2.0||||2006-07-24||2006-01-01|||
713|The Shucker||Larry is blackmailed by an employee and tormented by someone from his past; Jeff and Larry pitch a new creative venture; Susie gets turned on by a surprising source.|9.0|9.0||||2017-11-26||2017-01-01|||
714|The Mystery of Matter: Search for the Elements||An exciting three-part series about one of the great adventures in the history of science: the long and continuing quest to understand what the world is made of. Three hour-long episodes tell the story of seven of history’s most important scientists as they seek to identify, understand and organize the basic building blocks of matter.|||1.0|3.0||2015-08-19|2015-08-19|2015-01-01|60|Documentary|US
715||Natasha||||||||||||
716||Tim Taylor||||||||||||
717||Mathieu Kassovitz||||||||||||
718||Na Young-seok||||||||||||
719||Nathan Darrow||||||||||||
720||Mac McDonald||||||||||||
721||Rajaram Yagnik||||||||||||
722||Ji?ina Bohdalov?||||||||||||
723||Carole Wells||||||||||||
724||BIM Distribuzione||||||||||||IT
725||Elin Pelin||||||||||||
726|Fly||Isabella Rossellini explores the mating habits of flies.|7.0|1.0||||2008-05-05||2008-01-01|||
727||Victoria Abril||||||||||||
728||Jean Ferrat||||||||||||
729||Bishop Paul Breton||||||||||||
730||Sergei Martinson||||||||||||
731|The Huxtables Have Fallen||Patrick learns of Mary Jane's affair with Andre. To help her sort through her dilemma, Patrick takes her to visit their voice of reasoning Aunt Toni. She is once again conflicted about her feelings for Andre and decides to once and for all give him an answer in regards to his marriage proposal. Meanwhile, a former business partner declines further partnership with Patrick, resulting in damaging affects to Patrick's sobriety.|3.0|1.0||||2014-01-21||2014-01-01|||
732|Chapter 34||A hurricane endangers more than just the entire East Coast and Frank must make a difficult choice.|8.0|3.0||||2015-02-27||2015-01-01|||
733|Sewer Inspector||Sewer inspector, disaster cleanup crew member (basement sewer), demolition worker (office building interior)|2.0|1.0||||2005-08-02||2005-01-01|||
734||Boris Blank||||||||||||
735||Suranne Jones||||||||||||
736|Disguise for Murder|||8.0|1.0||||2001-06-17||2001-01-01|||
737|Casual Entertaining||'When guests stop by and leave little time for preparation, there are easy fix-its. Tuna Tomatoes and Salmon Tartare on Cauliflower Salad are beautiful ''do ahead'' dishes for lunch or a first course. Breaded Pork Scaloppine with Mushroom Sauce, Chickpea Ragout and Caramelized Peaches can be prepared as a perfect evening supper.|12.0|1.0|||||||||
738||Doc Hammer||||||||||||
739||Pauline Heys||||||||||||
740|CIA: FAMILIES OF CRIME - Blood Brothers||'Les, Michael and Gary Murphy, brothers from an Irish family of nine children, were three of the five men convicted of the savage rape and murder of Sydney nurse and beauty queen, Anita Cobby, which sparked calls for the reintroduction of the death penalty. The others were John Travers and Michael Murdoch.Michael Murphy, 33 at the time of the murder, was the eldest of the nine Murphy children. He had been sent to live with his grandmother when he was 12. His brother Gary Murphy was five years younger. Hearing impairment affected Gary Murphy's schooling and he left early to seek work. His strong interest in cars led to him facing several automotive theft related charges in the years before the murder. He was also known to have a very violent temper.Leslie Joseph Murphy was the youngest of the Murphy children, but was known as having the worst temperament. He had faced Children's Court on many occasions for a number of theft-related offences and was 24 at the time of the Cobby murder. Travers was a depraved 18-year-old who had grown up in a dysfunctional family in the outer suburbs of Sydney. He shared his blood with best mate Michael Murdoch in a ceremony that made them so-called blood brothers. The five are serving life sentences for the murder.|5.0|4.0||||2010-12-07||2010-01-01|||
741|Honestly Monty||Monty breaks Jeanie's science project and is scared to tell her the truth, but soon discovers that honesty is the best policy|71.0|1.0||||2017-10-30||2017-01-01|||
742|Sparrow||Mary Jane is forced to confront her feelings after Lisa's suicide, dealing with her family and facing David.|3.0|3.0||||2015-10-27||2015-01-01|||
743||Claude Sautet||||||||||||
744|Kangaroo ~ Muscle Gym ~ Extra Kendama|||26.0|1.0|||||||||
745|Episode 6|||6.0|1.0||||2019-05-11||2019-01-01|||
746|Chapter 9||Frank tries to do whatever it takes to get the new bill passed in Congress. Russo goes on a bus campaign with the Vice President, but the VP is not making it an easy trip for him. Zoe's relationship with Frank gets a little bumpy.|9.0|1.0||||2013-02-01||2013-01-01|||
747||Andr? Veltkamp||||||||||||
748|The Dirty Truth||A special episode which looks back at previous episodes as Mike offers employment tips he’s learned over the years.|9.0|6.0||||2010-06-14||2010-01-01|||
749||Dan Holden||||||||||||
750||Zden?k Podh?rsk?||||||||||||
751|Facing Fears||In the Season 3 premiere, Mary Jane is rushed to the hospital following her accident; Paul Sr. handles David; and Helen deals with Lisa.|1.0|3.0||||2015-10-21||2015-01-01|||
752|Wanted Dead or Alive (1)||Bounty hunters shoot, killing the wrong man, as they enter a building where their fugitive---a man named Joe Errico---has shot at them (and subsequently gotten away). Gharty has vague memories of a drinking binge from the night before. Falsone and Stivers catch the bounty-hunter case. Sheppard, during her days with the fugitive squad, had dealings with the head bounty hunter. Gaffney stops Gee and MGee on their way in, Baltimore magazine wants to do a father and son piece, using the wine case as a focal point. Gee is not interested, especially about the use of the wine case. Gharty struggles as he tries to reconstruct the events of the night before. Munch is bothered by Gharty's stories of Vietnam and each grows to dislike the other - perhaps some competitiveness over Billie Lou is beginning to brew here. Bounty hunter P.J. Johnson, who was identified as the triggerman, is charged and placed in one of the holding cells, near some of his previously captured quarry. Within an hour his ba|6.0|7.0||||1998-11-13||1998-01-01|||
753||Iwan Rheon|'Iwan Rheon is a Welsh actor, singer and musician. His first professional role, at the age of 17, was in the Welsh language television soap ''Pobol Y Cwm''.  In 2013, Rheon was cast as the villainous psychopath Ramsay Bolton in the HBO series ''Game of Thrones''.|||||1985-05-13||||||
754||David Bryant||||||||||||
755|R-O– ROLL M-O– MODEL||JJ challenges Maya’s mentoring tactics when she takes a father and his young son with special needs under her wing. Dylan and Ray attend a teen support group for all the wrong reasons. Meanwhile, Jimmy’s gorgeous new TV sets him on a journey for self-betterment.|10.0|3.0||||2019-01-11||2019-01-01|||
756|The Seducer|||8.0|8.0||||1960-11-06||1960-01-01|||
757|Episode 7|||7.0|2.0||||2017-08-14||2017-01-01|||
758|The Car Pool Lane||To get to a Dodgers game, Larry finds a creative way to use the HOV lane.  Then, he finds himself in a bit of trouble when he gets his father medicinal marijuana.|6.0|4.0||||2004-02-08||2004-01-01|||
